注意事项,#genre#
赛事咪咕播30,http://xiaoya.crccxw.top:35455/itv/3000000010000011873.m3u8?cdn=FifastbLive
赛事咪咕播31,http://xiaoya.crccxw.top:35455/itv/3000000010000012398.m3u8?cdn=FifastbLive
赛事咪咕播32,http://xiaoya.crccxw.top:35455/itv/3000000010000012450.m3u8?cdn=FifastbLive
赛事咪咕播33,http://xiaoya.crccxw.top:35455/itv/3000000010000012558.m3u8?cdn=FifastbLive
赛事咪咕播34,http://xiaoya.crccxw.top:35455/itv/3000000010000012616.m3u8?cdn=FifastbLive
赛事咪咕播35,http://xiaoya.crccxw.top:35455/itv/3000000010000015470.m3u8?cdn=FifastbLive
赛事咪咕播36,http://xiaoya.crccxw.top:35455/itv/3000000010000015560.m3u8?cdn=FifastbLive
赛事咪咕播37,http://xiaoya.crccxw.top:35455/itv/3000000010000017389.m3u8?cdn=FifastbLive
赛事咪咕播38,http://xiaoya.crccxw.top:35455/itv/3000000010000017678.m3u8?cdn=FifastbLive
赛事咪咕播39,http://xiaoya.crccxw.top:35455/itv/3000000010000017997.m3u8?cdn=FifastbLive
赛事咪咕播40,http://xiaoya.crccxw.top:35455/itv/3000000010000019380.m3u8?cdn=FifastbLive
赛事咪咕播41,http://xiaoya.crccxw.top:35455/itv/3000000010000019839.m3u8?cdn=FifastbLive
赛事咪咕播42,http://xiaoya.crccxw.top:35455/itv/3000000010000020168.m3u8?cdn=FifastbLive
赛事咪咕播43,http://xiaoya.crccxw.top:35455/itv/3000000010000021904.m3u8?cdn=FifastbLive
赛事咪咕播44,http://xiaoya.crccxw.top:35455/itv/3000000010000023434.m3u8?cdn=FifastbLive
赛事咪咕播45,http://xiaoya.crccxw.top:35455/itv/3000000010000024205.m3u8?cdn=FifastbLive
赛事咪咕播46,http://xiaoya.crccxw.top:35455/itv/3000000010000024691.m3u8?cdn=FifastbLive
赛事咪咕播47,http://xiaoya.crccxw.top:35455/itv/3000000010000025380.m3u8?cdn=FifastbLive
赛事咪咕播48,http://xiaoya.crccxw.top:35455/itv/3000000010000025943.m3u8?cdn=FifastbLive
赛事咪咕播49,http://xiaoya.crccxw.top:35455/itv/3000000010000027318.m3u8?cdn=FifastbLive
赛事咪咕播50,http://xiaoya.crccxw.top:35455/itv/3000000010000027638.m3u8?cdn=FifastbLive
赛事咪咕播51,http://xiaoya.crccxw.top:35455/itv/3000000010000027691.m3u8?cdn=FifastbLive
赛事咪咕播52,http://xiaoya.crccxw.top:35455/itv/3000000010000031669.m3u8?cdn=FifastbLive
赛事咪咕播53,http://xiaoya.crccxw.top:35455/itv/3000000010000032106.m3u8?cdn=FifastbLive
赛备睛彩竞技,http://xiaoya.crccxw.top:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
赛备睛彩篮球,http://xiaoya.crccxw.top:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
赛备睛彩青少,http://xiaoya.crccxw.top:35455/itv/3000000020000031315.m3u8?cdn=FifastbLive
赛备睛彩广场,http://xiaoya.crccxw.top:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive
赛备咪咕4k播,http://xiaoya.crccxw.top:35455/itv/3000000010000005180.m3u8?cdn=FifastbLive
赛事睛彩竞技,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011528&/PLTV/&$8M1FHD
赛事睛彩竞技,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011530&/PLTV/&$8M2FHD
赛事睛彩篮球,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011529&/PLTV/&$8M1FHD
赛事睛彩篮球,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011531&/PLTV/&$8M2FHD
赛事睛彩青少,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011525&/PLTV/&$8M1FHD
赛事睛彩青少,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000031315&/PLTV/&$8M2FHD
赛事睛彩广场,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011523&/PLTV/&$8M1FHD
赛事睛彩广场,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011524&/PLTV/&$8M2FHD
赛事咪咕播01,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000005308&/PLTV/&$8M FHD
赛事咪咕播02,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000005969&/PLTV/&$8M FHD
赛事咪咕播03,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000007218&/PLTV/&$8M FHD
赛事咪咕播04,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000008001&/PLTV/&$8M FHD
赛事咪咕播05,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000008176&/PLTV/&$8M FHD
赛事咪咕播06,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000008379&/PLTV/&$8M FHD
赛事咪咕播07,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000010129&/PLTV/&$8M FHD
赛事咪咕播08,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000010948&/PLTV/&$8M FHD
赛事咪咕播09,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000028638&/PLTV/&$8M FHD
赛事咪咕播10,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000001000031494&/PLTV/&$8M FHD
赛事咪咕播11,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000000097&/PLTV/&$5M FHD
赛事咪咕播12,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000002019&/PLTV/&$5M FHD
赛事咪咕播13,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000002809&/PLTV/&$5M FHD
赛事咪咕播14,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000003915&/PLTV/&$5M FHD
赛事咪咕播15,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000004193&/PLTV/&$5M FHD
赛事咪咕播16,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000005837&/PLTV/&$8M FHD
赛事咪咕播17,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000006077&/PLTV/&$5M FHD
赛事咪咕播18,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000006658&/PLTV/&$5M FHD
赛事咪咕播19,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000009788&/PLTV/&$5M FHD
赛事咪咕播20,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000010833&/PLTV/&$5M FHD
赛事咪咕播21,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000011297&/PLTV/&$5M FHD
赛事咪咕播22,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000011518&/PLTV/&$5M FHD
赛事咪咕播23,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000012558&/PLTV/&$5M FHD
赛事咪咕播24,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000012616&/PLTV/&$5M FHD
赛事咪咕播25,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000015470&/PLTV/&$5M FHD
赛事咪咕播26,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000015560&/PLTV/&$5M FHD
赛事咪咕播27,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000019839&/PLTV/&$5M FHD
赛事咪咕播28,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000021904&/PLTV/&$5M FHD
赛事咪咕播29,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000023434&/PLTV/&$5M FHD
赛事咪咕播30,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000025380&/PLTV/&$5M FHD
赛事咪咕播31,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000027691&/PLTV/&$5M FHD
赛事咪咕播32,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000031669&/PLTV/&$5M FHD
赛事咪咕播33,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011518&/PLTV/&$8M FHD
赛事咪咕播34,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011519&/PLTV/&$8M FHD
赛事咪咕播35,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011520&/PLTV/&$8M FHD
赛事咪咕播36,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011521&/PLTV/&$8M FHD
赛事咪咕播37,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000020000011522&/PLTV/&$8M FHD
赛事咪咕播4k,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000005180&/PLTV/&$32M UHD
赛事至臻视界,http://cdn6.bkpcp.top/itv/yditv.php?Contentid=3000000010000015686&/PLTV/&$32M UHD
央卫咪咕,#genre#
CCTV-01咪咕,http://go.bkpcp.top/mg/cctv1
CCTV-02咪咕,http://go.bkpcp.top/mg/cctv2
CCTV-03咪咕,http://go.bkpcp.top/mg/cctv3
CCTV-04咪咕,http://go.bkpcp.top/mg/cctv4
CCTV-05咪咕,http://go.bkpcp.top/mg/cctv5
CCTV-5+咪咕,http://go.bkpcp.top/mg/cctv5p
CCTV-06咪咕,http://go.bkpcp.top/mg/cctv6
CCTV-07咪咕,http://go.bkpcp.top/mg/cctv7
CCTV-08咪咕,http://go.bkpcp.top/mg/cctv8
CCTV-09咪咕,http://go.bkpcp.top/mg/cctv9
CCTV-10咪咕,http://go.bkpcp.top/mg/cctv10
CCTV-11咪咕,http://go.bkpcp.top/mg/cctv11
CCTV-12咪咕,http://go.bkpcp.top/mg/cctv12
CCTV-13咪咕,http://go.bkpcp.top/mg/cctv13
CCTV-14咪咕,http://go.bkpcp.top/mg/cctv14
CCTV-15咪咕,http://go.bkpcp.top/mg/cctv15
CCTV-16咪咕,http://go.bkpcp.top/mg/cctv16
CCTV-17咪咕,http://go.bkpcp.top/mg/cctv17
cct4欧洲咪咕,http://go.bkpcp.top/mg/cctv4o
cct4美洲咪咕,http://go.bkpcp.top/mg/cctv4m
CGTN-西咪咕,http://go.bkpcp.top/mg/cgtne
CGTN-阿咪咕,http://go.bkpcp.top/mg/cgtna
CGTN-法咪咕,http://go.bkpcp.top/mg/cgtnf
北京卫视咪咕,http://go.bkpcp.top/mg/bjws
东方卫视咪咕,http://go.bkpcp.top/mg/dfws
浙江卫视咪咕,http://go.bkpcp.top/mg/zjws
江苏卫视咪咕,http://go.bkpcp.top/mg/jsws
湖南卫视咪咕,http://go.bkpcp.top/mg/hunws
广东卫视咪咕,http://go.bkpcp.top/mg/gdws
深圳卫视咪4k,http://go.bkpcp.top/mg/szws
山东卫视咪咕,http://go.bkpcp.top/mg/sdws
河南卫视咪咕,http://go.bkpcp.top/mg/hnws
江西卫视咪咕,http://go.bkpcp.top/mg/jxws
湖北卫视咪咕,http://go.bkpcp.top/mg/hubws
海南卫视咪咕,http://go.bkpcp.top/mg/hinws
陕西卫视咪咕,http://go.bkpcp.top/mg/sxws
兵团卫视咪咕,http://go.bkpcp.top/mg/btws
黑龙江视咪咕,http://go.bkpcp.top/mg/hljws
CCTV-01咪咕,http://j.s.bkpcp.top/jj/cctv1
CCTV-02咪咕,http://j.s.bkpcp.top/jj/cctv2
CCTV-03咪咕,http://j.s.bkpcp.top/jj/cctv3
CCTV-04咪咕,http://j.s.bkpcp.top/jj/cctv4
CCTV-05咪咕,http://j.s.bkpcp.top/jj/cctv5
CCTV-5+咪咕,http://j.s.bkpcp.top/jj/cctv5p
CCTV-06咪咕,http://j.s.bkpcp.top/jj/cctv6
CCTV-07咪咕,http://j.s.bkpcp.top/jj/cctv7
CCTV-08咪咕,http://j.s.bkpcp.top/jj/cctv8
CCTV-09咪咕,http://j.s.bkpcp.top/jj/cctv9
CCTV-10咪咕,http://j.s.bkpcp.top/jj/cctv10
CCTV-11咪咕,http://j.s.bkpcp.top/jj/cctv11
CCTV-12咪咕,http://j.s.bkpcp.top/jj/cctv12
CCTV-13咪咕,http://j.s.bkpcp.top/jj/cctv13
CCTV-14咪咕,http://j.s.bkpcp.top/jj/cctv14
CCTV-15咪咕,http://j.s.bkpcp.top/jj/cctv15
CCTV-16咪咕,http://j.s.bkpcp.top/jj/cctv16
CCTV-17咪咕,http://j.s.bkpcp.top/jj/cctv17
cct4欧洲咪咕,http://j.s.bkpcp.top/jj/cctv4o
cct4美洲咪咕,http://j.s.bkpcp.top/jj/cctv4m
CGTN-西咪咕,http://j.s.bkpcp.top/jj/cgtne
CGTN-阿咪咕,http://j.s.bkpcp.top/jj/cgtna
CGTN-法咪咕,http://j.s.bkpcp.top/jj/cgtnf
北京卫视咪咕,http://j.s.bkpcp.top/jj/bjws
东方卫视咪咕,http://j.s.bkpcp.top/jj/dfws
浙江卫视咪咕,http://j.s.bkpcp.top/jj/zjws
江苏卫视咪咕,http://j.s.bkpcp.top/jj/jsws
湖南卫视咪咕,http://j.s.bkpcp.top/jj/hunws
广东卫视咪咕,http://j.s.bkpcp.top/jj/gdws
深圳卫视咪4k,http://j.s.bkpcp.top/jj/szws
山东卫视咪咕,http://j.s.bkpcp.top/jj/sdws
河南卫视咪咕,http://j.s.bkpcp.top/jj/hnws
江西卫视咪咕,http://j.s.bkpcp.top/jj/jxws
湖北卫视咪咕,http://j.s.bkpcp.top/jj/hubws
海南卫视咪咕,http://j.s.bkpcp.top/jj/hinws
陕西卫视咪咕,http://j.s.bkpcp.top/jj/sxws
兵团卫视咪咕,http://j.s.bkpcp.top/jj/btws
黑龙江视咪咕,http://j.s.bkpcp.top/jj/hljws
CCTV-01咪咕,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV-02咪咕,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV-03咪咕,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV-04咪咕,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV-05咪咕,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV-5+咪咕,http://t.061899.xyz/tl/tl.php?id=cctv5p
CCTV-06咪咕,http://t.061899.xyz/tl/tl.php?id=cctv6
CCTV-07咪咕,http://t.061899.xyz/tl/tl.php?id=cctv7
CCTV-08咪咕,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV-09咪咕,http://t.061899.xyz/tl/tl.php?id=cctv9
CCTV-10咪咕,http://t.061899.xyz/tl/tl.php?id=cctv10
CCTV-11咪咕,http://t.061899.xyz/tl/tl.php?id=cctv11
CCTV-12咪咕,http://t.061899.xyz/tl/tl.php?id=cctv12
CCTV-13咪咕,http://t.061899.xyz/tl/tl.php?id=cctv13
CCTV-14咪咕,http://t.061899.xyz/tl/tl.php?id=cctv14
CCTV-15咪咕,http://t.061899.xyz/tl/tl.php?id=cctv15
CCTV-16咪咕,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV-17咪咕,http://t.061899.xyz/tl/tl.php?id=cctv17
北京卫视咪咕,http://t.061899.xyz/tl/tl.php?id=bjws
东方卫视咪咕,http://t.061899.xyz/tl/tl.php?id=dfws
浙江卫视咪咕,http://t.061899.xyz/tl/tl.php?id=zjws
江苏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=jsws
湖南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hunws
广东卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gdws
深圳卫视咪咕,http://t.061899.xyz/tl/tl.php?id=szws
天津卫视咪咕,http://t.061899.xyz/tl/tl.php?id=tjws
安徽卫视咪咕,http://t.061899.xyz/tl/tl.php?id=ahws
山东卫视咪咕,http://t.061899.xyz/tl/tl.php?id=sdws
山西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=sxiws
辽宁卫视咪咕,http://t.061899.xyz/tl/tl.php?id=lnws
河北卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hbws
河南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hnws
江西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=jxws
四川卫视咪咕,http://t.061899.xyz/tl/tl.php?id=scws
重庆卫视咪咕,http://t.061899.xyz/tl/tl.php?id=cqws
贵州卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gzws
湖北卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hubws
广西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gxws
东南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=dnws
海南卫视咪咕,http://t.061899.xyz/tl/tl.php?id=hinws
青海卫视咪咕,http://t.061899.xyz/tl/tl.php?id=qhws
宁夏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=nxws
陕西卫视咪咕,http://t.061899.xyz/tl/tl.php?id=sxws
甘肃卫视咪咕,http://t.061899.xyz/tl/tl.php?id=gsws
新疆卫视咪咕,http://t.061899.xyz/tl/tl.php?id=xjws
吉林卫视咪咕,http://t.061899.xyz/tl/tl.php?id=jlws
西藏卫视咪咕,http://t.061899.xyz/tl/tl.php?id=xzws
内蒙古视咪咕,http://t.061899.xyz/tl/tl.php?id=nmgws
黑龙江视咪咕,http://t.061899.xyz/tl/tl.php?id=hljws
欣赏频道,#genre#
粤语戏曲频道,http://iptv.4666888.xyz/iptv2.php?id=100
粤语戏曲频道,http://hkenlive.uk/livehttpplay?channel_id=13026
粤语长片频道,http://iptv.4666888.xyz/iptv2.php?id=101
粤语长片频道,http://hkenlive.uk/livehttpplay?channel_id=13021
Plus综合频道,http://iptv.4666888.xyz/iptv2.php?id=64
Plus综合频道,http://t.061899.xyz/tl/js/js.php?id=tvbplus
凤凰中文频高,http://iptv.4666888.xyz/iptv2.php?id=60
凤凰资讯频高,http://iptv.4666888.xyz/iptv2.php?id=61
凤凰香港频高,http://iptv.4666888.xyz/iptv2.php?id=62
凤凰中文频高,http://t.061899.xyz/tl/js/js.php?id=fhwszwt
凤凰资讯频高,http://t.061899.xyz/tl/js/js.php?id=fhwszxt
凤凰香港频高,http://t.061899.xyz/tl/js/js.php?id=fhwsxgt
凤凰中文频高,http://j.s.bkpcp.top/js/fhzw
凤凰资讯频高,http://j.s.bkpcp.top/js/fhzx
凤凰香港频高,http://j.s.bkpcp.top/js/fhxg
凤凰中文频高,http://api.mg.itv888.cn:8080/hls/2f80047f91e/index.m3u8
凤凰资讯频高,http://api.mg.itv888.cn:8080/hls/11ef1dc70d8/index.m3u8
凤凰香港频高,http://api.mg.itv888.cn:8080/hls/e9660dce9a6/index.m3u8
凤凰中文频高,http://bxtv.3a.ink/api.php?id=fhzw
凤凰资讯频高,http://bxtv.3a.ink/api.php?id=fhzx
凤凰香港频高,http://bxtv.3a.ink/api.php?id=fhhk
中天新闻频道,http://iptv.4666888.xyz/iptv2.php?id=141
中天新闻频道,http://iptv.4666888.xyz/iptv2.php?id=142
中天新闻频道,http://t.061899.xyz/tl/js/js.php?id=ztxwt
中天新闻频道,http://tlive24.uk/livehttpplay?channel_id=20163
中天新闻频道,http://bxtv.3a.ink/api.php?id=ztxw
有线新闻频道,http://iptv.4666888.xyz/iptv2.php?id=89
有线新闻频道,http://t.061899.xyz/tl/js/js.php?id=xgyxxwt
有线新闻频道,http://t.061899.xyz/tl/js/js.php?id=hoyzxt
有线新闻频道,http://api.mg.itv888.cn:8080/hls/5e12ccd9191/index.m3u8
无线新闻频道,http://iptv.4666888.xyz/iptv2.php?id=65
无线新闻频道,http://t.061899.xyz/tl/js/js.php?id=tvbwxxwt
无线新闻频道,http://bxtv.3a.ink/api.php?id=wxxw
无线新闻频道,https://live3.jiatianxiazhuangshi.com/live/iUJnBYKU9riuj2Jlibsdwb5m69FKfo6UZDdgNC09xXfFvAn4GP.flv
无线新闻频道,http://t.061899.xyz/tl/js/api.php?id=tvbwxxwt
无线新闻频道,http://api.mg.itv888.cn:8080/hls/e1bb5e8bc4f/index.m3u8
Now新闻频道,http://iptv.4666888.xyz/iptv2.php?id=81
Now新闻频道,http://t.061899.xyz/tl/js/js.php?id=nowxwt
Now新闻频道,http://bxtv.3a.ink/api.php?id=now
Now新闻频道,http://cdn.163189.xyz/163189/now
pₒₚc电影频道,http://iptv.4666888.xyz/iptv2.php?id=5
pₒₚc电影频道,http://j.s.bkpcp.top/js/popc
pₒₚc电影频道,http://bxtv.3a.ink/api.php?id=popc
pₒₚc电影频道,http://tl.061833.xyz/tl/popc
Now爆谷频道,http://iptv.4666888.xyz/iptv2.php?id=6
Now爆谷频道,http://hkenlive.uk/livehttpplay?channel_id=13002
Now爆谷频道,http://t.061899.xyz/tl/js/api.php?id=nowbgt
Now星影频道,http://iptv.4666888.xyz/iptv2.php?id=7
Now星影频道,http://hkenlive.uk/livehttpplay?channel_id=13003
Now星影频道,http://t.061899.xyz/tl/js/api.php?id=nowbgxyt
Now英超1_粤,http://hkenlive.uk/livehttpplay?channel_id=13007
广东珠江频道,http://bxtv.3a.ink/api.php?id=gdzj
广东体育频道,http://bxtv.3a.ink/api.php?id=gdty
广东珠江频道,http://atsj.tv.inf.ua/php/gd.php?id=gdzj
广东体育频道,http://atsj.tv.inf.ua/php/gd.php?id=gdty
广东民生频道,http://atsj.tv.inf.ua/php/gd.php?id=gdms
中天新闻油管,https://live.iill.top/youtube/vr3XyVCR4T0
中天新闻油管,https://live.iill.top/youtube/@%E4%B8%AD%E5%A4%A9%E6%96%B0%E8%81%9ECtiNews
寰宇新闻油管,https://live.iill.top/youtube/6IquAgfvYmc
寰宇新闻油管,https://live.iill.top/youtube/@globalnewstw
东森新闻油管,https://live.iill.top/youtube/V1p33hqPrUk
tvbs新闻油管,https://live.iill.top/youtube/2mCSYvcfhtc
三立新闻油管,https://live.iill.top/youtube/@setnews
闽镜新闻油管,https://live.iill.top/youtube/@mnews-tw
民视新闻油管,https://live.iill.top/youtube/ylYJSBUgaMA&pp
台视新闻油管,https://live.iill.top/youtube/xL0ch83RAK8
中视闽南油管,https://live.iill.top/youtube/@ctvchinatv
央视国际油管,https://live.iill.top/youtube/@CCTVDrama
中天电视油管,https://live.iill.top/youtube/@%E4%B8%AD%E5%A4%A9%E9%9B%BB%E8%A6%96CtiTv
馆长直播油管,https://live.iill.top/youtube/@Notorious_3cm
少康直播油管,https://live.iill.top/youtube/dBPt4vfkF2Q
国会频壹油管,https://live.iill.top/youtube/4HysYHJ6GkY
国会频贰油管,https://live.iill.top/youtube/Lj8OWF6nzcg
赢跑赛马油管,https://live.iill.top/youtube/@WHR-HK
戏说闽南油管,https://live.iill.top/youtube/@TWStoryTV
无线翡翠频高,http://iptv.4666888.xyz/iptv2.php?id=63
无线翡翠频高,http://t.061899.xyz/tl/js/js.php?id=tvbfct
无线翡翠频高,http://bxtv.3a.ink/api.php?id=fct
无线翡翠频高,http://j.s.bkpcp.top/js/fct
无线翡翠频高,http://api.mg.itv888.cn:8080/hls/4bb8922027c/index.m3u8
无线华丽频标,http://api.mg.itv888.cn:8080/hls/ac8b06eb0c8/index.m3u8
无线娱乐频标,http://hkenlive.uk/livehttpplay?channel_id=13006
无线戏曲频标,http://hkenlive.uk/livehttpplay?channel_id=13026
无线粤片频标,http://hkenlive.uk/livehttpplay?channel_id=13021
无线经典频标,http://hkenlive.uk/livehttpplay?channel_id=13024
无线华剧频标,http://hkenlive.uk/livehttpplay?channel_id=13023
无线亚剧频标,http://hkenlive.uk/livehttpplay?channel_id=13022
无线亚综频标,http://hkenlive.uk/livehttpplay?channel_id=13020
无线赛马频标,http://hkenlive.uk/livehttpplay?channel_id=13005
无线生活频标,http://iptv.4666888.xyz/iptv2.php?id=67
无线星河国标,http://iptv.4666888.xyz/iptv2.php?id=69
无线星河粤标,http://iptv.4666888.xyz/iptv2.php?id=68
无线功夫国标,http://iptv.4666888.xyz/iptv2.php?id=10
无线功夫粤标,http://iptv.4666888.xyz/iptv2.php?id=9
无线星河国标,http://j.s.bkpcp.top/js/tvbxhpdg
无线星河粤标,http://j.s.bkpcp.top/js/tvbxhpdy
无线功夫国标,http://j.s.bkpcp.top/js/tvbgftg
无线功夫粤标,http://j.s.bkpcp.top/js/tvbgfty
黄金翡翠频标,http://hkenlive.uk/livehttpplay?channel_id=13027
Ftv1时代频标,http://tlive24.uk/livehttpplay?channel_id=50208
Ftv2时代频标,http://tlive24.uk/livehttpplay?channel_id=50318
凤凰电影频道,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
凤凰电影频道,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
星空电影频道,http://iot-mqqt.111yao.cn:8080/live/diyp_starmovies.m3u8
星空音乐频道,http://iot-mqqt.111yao.cn:8080/live/diyp_channelv.m3u8
星空卫视频道,http://xhyx.gz.cn:1698/hls/35/index.m3u8
星空卫视频道,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
唐人卫视频道,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
亚太卫视频道,https://php.946985.xyz/iptv/jacktv.php?id=vfo09v
香港卫视频道,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港C+_-频道,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
私人影院频道,P2p://starvod.xyz:19806/74567d46c9a54cb8aab7bb35b7446cf2.ts
重温经典频道,http://m.061899.xyz/mg/cwjd
重温经典频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=cwjd
广东少儿频道,http://atsj.tv.inf.ua/php/gd.php?id=gdse
深圳少儿频道,http://atsj.tv.inf.ua/php/gd.php?id=szse
澳门莲花频道,http://live-hls.macaulotustv.com/lotustv/macaulotustv.m3u8
澳视葡语频道,http://grandprix2023.asuscomm.com:8891/bysid/92.m3u8
澳门资讯频道,http://grandprix2023.asuscomm.com:8891/bysid/94.m3u8
澳门mac频道,http://grandprix2023.asuscomm.com:8891/bysid/96.m3u8
HUB娱家频道,http://j.s.bkpcp.top/js/yjt
HUB都会频道,http://j.s.bkpcp.top/js/dht
民视闽南频道,rtmp://f13h.mine.nu/sat/tv051
中视闽南频道,rtmp://f13h.mine.nu/sat/tv091
华视闽南频道,rtmp://f13h.mine.nu/sat/tv111
台视闽南频道,rtmp://f13h.mine.nu/sat/tv071
非凡新闻频道,rtmp://f13h.mine.nu/sat/tv581
东森超视频道,rtmp://f13h.mine.nu/sat/tv331
tvbs闽南频道,http://61.221.215.25:8800/hls/9/index.m3u8
三立戏剧频道,http://61.221.215.25:8800/hls/41/index.m3u8
中天娱乐频道,http://61.221.215.25:8800/hls/47/index.m3u8
纬来精彩频道,http://61.221.215.25:8800/hls/48/index.m3u8
动物星球频道,http://61.221.215.25:8800/hls/57/index.m3u8
纬来育乐频道,rtmp://f13h.mine.nu/sat/tv701
纬来日本频道,rtmp://f13h.mine.nu/sat/tv771
纬来体育频道,rtmp://f13h.mine.nu/sat/tv721
DAZN-体育壹,rtmp://f13h.mine.nu/sat/tv731
DAZN-体育贰,rtmp://f13h.mine.nu/sat/tv741
momo'tv频道,rtmp://f13h.mine.nu/sat/tv761
新视觉hd频道,http://120.76.248.139/live/bfgd/4200000249.m3u8
北京卫视频4k,http://49.235.65.250:600/beijing/beijing.php?id=bjws4k
深圳卫视频4k,https://livepull-tcms.sztv.com.cn/live/sz4Kpgm.m3u8
苏州4k频道超,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
河北4k频道超,https://event.pull.hebtv.com:443/live/live101.m3u8
芒果4k频道超,https://ffmpeg.pendy.dpdns.org/mgtv/mgtv.m3u8
东极岛国语'tc,https://cdn.yzzy29-play.com/20250809/535_33e8075e/index.m3u8
